Filename: Z:\2020-12-20\2020-12-20_055 76Sr with beam merging _ RT100_T846 - clipped_MS100.tof
Analyze-time: Fri Feb 19 17:55:31 2021

Range: 61
Start Peak: 6179
Block size: 2
Block-Min: 0
Int-Max: 0
Peak mass: Rb85:-1e
Treshold: 0
Method: Gaussian Mean
a: 0.08554320834809824
t0: -0.174931057477
b: 0.575849041251
T: 800

Area1: 1 - 896

B Positions (center Block):
MS	B	Intensity	Peakposition (us)	Peakposition alt (u)	Peakposition corrected (u)	Fit Sigma (us)	Fit Amplitude
2	0.5758497011055868	23	14545.742214023262	84.9114353408348	84.91124116583198	0.007031606995582556	1.837313342693374
4	0.5758552534058056	25	14545.882157530862	84.91306922159426	84.91124116583202	-0.0004805857050037774	-13.456790123456794
12	0.5758535552987184	1	14545.839357420514	84.9125695163095	84.91124116583202	-0.0004805857050037774	-13.456790123456794
14	0.5758500743505592	27	14545.7516215136	84.9115451755013	84.91124116583202	-0.0004805857050037774	-13.456790123456794
16	0.5758498783417698	26	14545.746681190412	84.91148749605508	84.91124116583202	480901294.6222516	0.01645996126389039
18	0.5758496795255128	19	14545.741670106126	84.91142899047624	84.911241165832	0.00010147466531456648	-0.396406508603007
20	0.575855377385097	33	14545.885282379348	84.91310570527978	84.91124116583202	0.007763232207896122	2.1990350020706
30	0.5758541677917176	1	14545.854795061728	84.91274975564954	84.91124116583202	0.005729383666134516	2.229954563397128
32	0.5758496352325596	19	14545.740553719948	84.91141595640974	84.91124116583202	0.0010389794767536738	4.743144057650304
34	0.5758547787353112	21	14545.870193650794	84.91292953923396	84.911241165832	0.0001536950495683684	-13.456790123456794
36	0.5758570913223018	1	14545.92848148148	84.91361007052346	84.91124116583202	0.0001536950495683684	-13.456790123456794
38	0.5758569183591892	1	14545.924122015368	84.9135591721016	84.91124116583202	0.0001536950495683684	-13.456790123456794
58	0.575858367779671	1	14545.96065407924	84.91398569828764	84.91124116583202	0.0001536950495683684	-13.456790123456794
124	0.575860288930464	1	14546.009075917034	84.9145510439024	84.91124116583202	0.0001536950495683684	-13.456790123456794
158	0.575863302521598	1	14546.08503227695	84.91543787060162	84.91124116583202	1.592141042496755e-05	1.558641975308645
380	0.5758649459521706	1	14546.126454287604	84.91592149426708	84.911241165832	0.01800474178722165	3.244265910565474
444	0.5758652370328968	1	14546.133790860954	84.91600715274638	84.911241165832	-0.005292051130949944	-2.222222222222225
564	0.5758665558501602	1	14546.167031122908	84.9163952514031	84.91124116583202	4.485095868083704e-05	2.407407407407407
582	0.5758673601184044	1	14546.187302382514	84.91663193013636	84.91124116583198	0.00011646187689881114	-0.03940934071828136
694	0.5758669829911676	1	14546.177797041256	84.91652094971362	84.91124116583198	0.00011646187689881114	-0.03940934071828136
768	0.5758663871152682	1	14546.162778227404	84.91634559641906	84.911241165832	0.00011646187689881114	-0.03940934071828136
808	0.57586784291963	1	14546.199471194414	84.9167740082437	84.91124116583198	0.00011646187689881114	-0.03940934071828136

Error Parameters
startMS: 1
stopMS: 1
fitSlope: 2.056973174777155e-08
fitSlope [#/s]: 1.841206757842488e-08
fitShift: 0.575853834517133
tEffBlock: 122.15195530726256
tEffStart: 0
tEffStop: 895
tFitStdev: 4.876010953756292e-06
blockSum: 207
blockCnt: 22

List of B
MS	B	Peak(us)	Intensity	Mode
330	0.5758645758101498	14546.126454287604	1	15-156-Fit	ch1
331	0.5758645832129902	14546.126454287604	1	15-156-Fit	ch1
332	0.5758645906158306	14546.126454287604	1	15-156-Fit	ch1
333	0.575864598018671	14546.126454287604	1	15-156-Fit	ch1
334	0.5758646054215114	14546.126454287604	1	15-156-Fit	ch1
335	0.575864612824352	14546.126454287604	1	15-156-Fit	ch1
336	0.5758646202271922	14546.126454287604	1	15-156-Fit	ch1
337	0.5758646276300328	14546.126454287604	1	15-156-Fit	ch1
338	0.5758646350328732	14546.126454287604	1	15-156-Fit	ch1
339	0.5758646424357134	14546.126454287604	1	15-156-Fit	ch1
340	0.575864649838554	14546.126454287604	1	15-156-Fit	ch1
341	0.5758646572413944	14546.126454287604	1	15-156-Fit	ch1
342	0.5758646646442348	14546.126454287604	1	15-156-Fit	ch1
343	0.5758646720470752	14546.126454287604	1	15-156-Fit	ch1
344	0.5758646794499156	14546.126454287604	1	15-156-Fit	ch1
345	0.575864686852756	14546.126454287604	1	15-156-Fit	ch1
346	0.5758646942555964	14546.126454287604	1	15-156-Fit	ch1
347	0.5758647016584368	14546.126454287604	1	15-156-Fit	ch1
348	0.5758647090612774	14546.126454287604	1	15-156-Fit	ch1
349	0.5758647164641176	14546.126454287604	1	15-156-Fit	ch1
350	0.5758647238669582	14546.126454287604	1	15-156-Fit	ch1
351	0.5758647312697986	14546.126454287604	1	15-156-Fit	ch1
352	0.575864738672639	14546.126454287604	1	15-156-Fit	ch1
353	0.5758647460754794	14546.126454287604	1	15-156-Fit	ch1
354	0.5758647534783198	14546.126454287604	1	15-156-Fit	ch1
355	0.5758647608811602	14546.126454287604	1	15-156-Fit	ch1
356	0.5758647682840006	14546.126454287604	1	15-156-Fit	ch1
357	0.575864775686841	14546.126454287604	1	15-156-Fit	ch1
358	0.5758647830896814	14546.126454287604	1	15-156-Fit	ch1
359	0.5758647904925218	14546.126454287604	1	15-156-Fit	ch1
360	0.5758647978953624	14546.126454287604	1	15-156-Fit	ch1
361	0.5758648052982026	14546.126454287604	1	15-156-Fit	ch1
362	0.5758648127010432	14546.126454287604	1	15-156-Fit	ch1
363	0.5758648201038836	14546.126454287604	1	15-156-Fit	ch1
364	0.575864827506724	14546.126454287604	1	15-156-Fit	ch1
365	0.5758648349095644	14546.126454287604	1	15-156-Fit	ch1
366	0.5758648423124048	14546.126454287604	1	15-156-Fit	ch1
367	0.5758648497152452	14546.126454287604	1	15-156-Fit	ch1
368	0.5758648571180856	14546.126454287604	1	15-156-Fit	ch1
369	0.575864864520926	14546.126454287604	1	15-156-Fit	ch1
370	0.5758648719237666	14546.126454287604	1	15-156-Fit	ch1
371	0.5758648793266068	14546.126454287604	1	15-156-Fit	ch1
372	0.5758648867294472	14546.126454287604	1	15-156-Fit	ch1
373	0.5758648941322878	14546.126454287604	1	15-156-Fit	ch1
374	0.575864901535128	14546.126454287604	1	15-156-Fit	ch1
375	0.5758649089379686	14546.126454287604	1	15-156-Fit	ch1
376	0.575864916340809	14546.126454287604	1	15-156-Fit	ch1
377	0.5758649237436494	14546.126454287604	1	15-156-Fit	ch1
378	0.5758649311464898	14546.126454287604	1	15-156-Fit	ch1
379	0.5758649385493302	14546.126454287604	1	15-156-Fit	ch1
380	0.5758649459521706	14546.133790860954	1	16-378	ch1
381	0.575864950500307	14546.133790860954	1	16-378	ch1
382	0.5758649550484434	14546.133790860954	1	16-378	ch1
383	0.5758649595965796	14546.133790860954	1	16-378-Fit	ch1
384	0.575864964144716	14546.133790860954	1	16-378-Fit	ch1
385	0.5758649686928524	14546.133790860954	1	16-378-Fit	ch1
386	0.5758649732409886	14546.133790860954	1	16-378-Fit	ch1
387	0.575864977789125	14546.133790860954	1	16-378-Fit	ch1
388	0.5758649823372614	14546.133790860954	1	16-378-Fit	ch1
389	0.5758649868853978	14546.133790860954	1	16-378-Fit	ch1
390	0.5758649914335342	14546.133790860954	1	16-378-Fit	ch1
391	0.5758649959816704	14546.133790860954	1	16-378-Fit	ch1
392	0.5758650005298068	14546.133790860954	1	16-378-Fit	ch1
393	0.575865005077943	14546.133790860954	1	16-378-Fit	ch1
394	0.5758650096260794	14546.133790860954	1	16-378-Fit	ch1
395	0.5758650141742158	14546.133790860954	1	16-378-Fit	ch1
396	0.5758650187223522	14546.133790860954	1	16-378-Fit	ch1
397	0.5758650232704886	14546.133790860954	1	16-378-Fit	ch1
398	0.5758650278186248	14546.133790860954	1	16-378-Fit	ch1
399	0.5758650323667612	14546.133790860954	1	16-378-Fit	ch1
400	0.5758650369148976	14546.133790860954	1	16-378-Fit	ch1
401	0.575865041463034	14546.133790860954	1	16-378-Fit	ch1
402	0.5758650460111702	14546.133790860954	1	16-378-Fit	ch1
403	0.5758650505593066	14546.133790860954	1	16-378-Fit	ch1
404	0.575865055107443	14546.133790860954	1	16-378-Fit	ch1
405	0.5758650596555792	14546.133790860954	1	16-378-Fit	ch1
406	0.5758650642037156	14546.133790860954	1	16-378-Fit	ch1
407	0.575865068751852	14546.133790860954	1	16-378-Fit	ch1
408	0.5758650732999884	14546.133790860954	1	16-378-Fit	ch1
409	0.5758650778481248	14546.133790860954	1	16-378-Fit	ch1
410	0.575865082396261	14546.133790860954	1	16-378-Fit	ch1
411	0.5758650869443974	14546.133790860954	1	16-378-Fit	ch1
412	0.5758650914925336	14546.133790860954	1	16-378-Fit	ch1
413	0.57586509604067	14546.133790860954	1	16-378-Fit	ch1
414	0.5758651005888064	14546.133790860954	1	16-378-Fit	ch1
415	0.5758651051369428	14546.133790860954	1	16-378-Fit	ch1
416	0.5758651096850792	14546.133790860954	1	16-378-Fit	ch1
417	0.5758651142332154	14546.133790860954	1	16-378-Fit	ch1
418	0.5758651187813518	14546.133790860954	1	16-378-Fit	ch1
419	0.5758651233294882	14546.133790860954	1	16-378-Fit	ch1
420	0.5758651278776244	14546.133790860954	1	16-378-Fit	ch1
421	0.5758651324257608	14546.133790860954	1	16-378-Fit	ch1
422	0.5758651369738972	14546.133790860954	1	16-378-Fit	ch1
423	0.5758651415220336	14546.133790860954	1	16-378-Fit	ch1
424	0.5758651460701698	14546.133790860954	1	16-378-Fit	ch1
425	0.5758651506183062	14546.133790860954	1	16-378-Fit	ch1
426	0.5758651551664426	14546.133790860954	1	16-378-Fit	ch1
427	0.575865159714579	14546.133790860954	1	16-378-Fit	ch1
428	0.5758651642627152	14546.133790860954	1	16-378-Fit	ch1
429	0.5758651688108516	14546.133790860954	1	16-378-Fit	ch1
430	0.575865173358988	14546.133790860954	1	16-378-Fit	ch1
431	0.5758651779071242	14546.133790860954	1	16-378-Fit	ch1
432	0.5758651824552606	14546.133790860954	1	16-378-Fit	ch1
433	0.575865187003397	14546.133790860954	1	16-378-Fit	ch1
434	0.5758651915515334	14546.133790860954	1	16-378-Fit	ch1
435	0.5758651960996698	14546.133790860954	1	16-378-Fit	ch1
436	0.575865200647806	14546.133790860954	1	16-378-Fit	ch1
437	0.5758652051959424	14546.133790860954	1	16-378-Fit	ch1
438	0.5758652097440788	14546.133790860954	1	16-378-Fit	ch1
439	0.575865214292215	14546.133790860954	1	16-378-Fit	ch1
440	0.5758652188403514	14546.133790860954	1	16-378-Fit	ch1
441	0.5758652233884878	14546.133790860954	1	16-378-Fit	ch1
442	0.5758652279366242	14546.133790860954	1	16-378-Fit	ch1
443	0.5758652324847604	14546.133790860954	1	16-378-Fit	ch1
444	0.5758652370328968	14546.167031122908	1	17-442	ch1
445	0.5758652480230406	14546.167031122908	1	17-442	ch1
446	0.5758652590131844	14546.167031122908	1	17-442	ch1
447	0.5758652700033284	14546.167031122908	1	17-442-Fit	ch1
448	0.5758652809934722	14546.167031122908	1	17-442-Fit	ch1
449	0.575865291983616	14546.167031122908	1	17-442-Fit	ch1
450	0.5758653029737598	14546.167031122908	1	17-442-Fit	ch1
451	0.5758653139639038	14546.167031122908	1	17-442-Fit	ch1
452	0.5758653249540476	14546.167031122908	1	17-442-Fit	ch1
453	0.5758653359441914	14546.167031122908	1	17-442-Fit	ch1
454	0.5758653469343354	14546.167031122908	1	17-442-Fit	ch1
455	0.5758653579244792	14546.167031122908	1	17-442-Fit	ch1
456	0.575865368914623	14546.167031122908	1	17-442-Fit	ch1
457	0.575865379904767	14546.167031122908	1	17-442-Fit	ch1
458	0.5758653908949108	14546.167031122908	1	17-442-Fit	ch1
459	0.5758654018850546	14546.167031122908	1	17-442-Fit	ch1
460	0.5758654128751984	14546.167031122908	1	17-442-Fit	ch1
461	0.5758654238653424	14546.167031122908	1	17-442-Fit	ch1
462	0.5758654348554862	14546.167031122908	1	17-442-Fit	ch1
463	0.57586544584563	14546.167031122908	1	17-442-Fit	ch1
464	0.575865456835774	14546.167031122908	1	17-442-Fit	ch1
465	0.5758654678259178	14546.167031122908	1	17-442-Fit	ch1
466	0.5758654788160616	14546.167031122908	1	17-442-Fit	ch1
467	0.5758654898062056	14546.167031122908	1	17-442-Fit	ch1
468	0.5758655007963494	14546.167031122908	1	17-442-Fit	ch1
469	0.5758655117864934	14546.167031122908	1	17-442-Fit	ch1
470	0.5758655227766372	14546.167031122908	1	17-442-Fit	ch1
471	0.575865533766781	14546.167031122908	1	17-442-Fit	ch1
472	0.575865544756925	14546.167031122908	1	17-442-Fit	ch1
473	0.5758655557470688	14546.167031122908	1	17-442-Fit	ch1
474	0.5758655667372126	14546.167031122908	1	17-442-Fit	ch1
475	0.5758655777273564	14546.167031122908	1	17-442-Fit	ch1
476	0.5758655887175004	14546.167031122908	1	17-442-Fit	ch1
477	0.5758655997076442	14546.167031122908	1	17-442-Fit	ch1
478	0.575865610697788	14546.167031122908	1	17-442-Fit	ch1
479	0.575865621687932	14546.167031122908	1	17-442-Fit	ch1
480	0.5758656326780758	14546.167031122908	1	17-442-Fit	ch1
481	0.5758656436682196	14546.167031122908	1	17-442-Fit	ch1
482	0.5758656546583636	14546.167031122908	1	17-442-Fit	ch1
483	0.5758656656485074	14546.167031122908	1	17-442-Fit	ch1
484	0.5758656766386512	14546.167031122908	1	17-442-Fit	ch1
485	0.575865687628795	14546.167031122908	1	17-442-Fit	ch1
486	0.575865698618939	14546.167031122908	1	17-442-Fit	ch1
487	0.5758657096090828	14546.167031122908	1	17-442-Fit	ch1
488	0.5758657205992266	14546.167031122908	1	17-442-Fit	ch1
489	0.5758657315893706	14546.167031122908	1	17-442-Fit	ch1
490	0.5758657425795144	14546.167031122908	1	17-442-Fit	ch1
491	0.5758657535696582	14546.167031122908	1	17-442-Fit	ch1
492	0.5758657645598022	14546.167031122908	1	17-442-Fit	ch1
493	0.575865775549946	14546.167031122908	1	17-442-Fit	ch1
494	0.5758657865400898	14546.167031122908	1	17-442-Fit	ch1
495	0.5758657975302336	14546.167031122908	1	17-442-Fit	ch1
496	0.5758658085203776	14546.167031122908	1	17-442-Fit	ch1
497	0.5758658195105214	14546.167031122908	1	17-442-Fit	ch1
498	0.5758658305006652	14546.167031122908	1	17-442-Fit	ch1
499	0.5758658414908092	14546.167031122908	1	17-442-Fit	ch1
500	0.575865852480953	14546.167031122908	1	17-442-Fit	ch1
501	0.5758658634710968	14546.167031122908	1	17-442-Fit	ch1
502	0.5758658744612408	14546.167031122908	1	17-442-Fit	ch1
503	0.5758658854513846	14546.167031122908	1	17-442-Fit	ch1
504	0.5758658964415284	14546.167031122908	1	17-442-Fit	ch1
505	0.5758659074316722	14546.167031122908	1	17-442-Fit	ch1
506	0.5758659184218162	14546.167031122908	1	17-442-Fit	ch1
507	0.57586592941196	14546.167031122908	1	17-442-Fit	ch1
508	0.5758659404021038	14546.167031122908	1	17-442-Fit	ch1
509	0.5758659513922478	14546.167031122908	1	17-442-Fit	ch1
510	0.5758659623823916	14546.167031122908	1	17-442-Fit	ch1
511	0.5758659733725354	14546.167031122908	1	17-442-Fit	ch1
512	0.5758659843626794	14546.167031122908	1	17-442-Fit	ch1
513	0.5758659953528232	14546.167031122908	1	17-442-Fit	ch1
514	0.575866006342967	14546.167031122908	1	17-442-Fit	ch1
515	0.5758660173331108	14546.167031122908	1	17-442-Fit	ch1
516	0.5758660283232548	14546.167031122908	1	17-442-Fit	ch1
517	0.5758660393133986	14546.167031122908	1	17-442-Fit	ch1
518	0.5758660503035424	14546.167031122908	1	17-442-Fit	ch1
519	0.5758660612936864	14546.167031122908	1	17-442-Fit	ch1
520	0.5758660722838302	14546.167031122908	1	17-442-Fit	ch1
521	0.575866083273974	14546.167031122908	1	17-442-Fit	ch1
522	0.575866094264118	14546.167031122908	1	17-442-Fit	ch1
523	0.5758661052542618	14546.167031122908	1	17-442-Fit	ch1
524	0.5758661162444056	14546.167031122908	1	17-442-Fit	ch1
525	0.5758661272345494	14546.167031122908	1	17-442-Fit	ch1
526	0.5758661382246934	14546.167031122908	1	17-442-Fit	ch1
527	0.5758661492148374	14546.167031122908	1	17-442-Fit	ch1
528	0.575866160204981	14546.167031122908	1	17-442-Fit	ch1
529	0.575866171195125	14546.167031122908	1	17-442-Fit	ch1
530	0.5758661821852688	14546.167031122908	1	17-442-Fit	ch1
531	0.5758661931754128	14546.167031122908	1	17-442-Fit	ch1
532	0.5758662041655566	14546.167031122908	1	17-442-Fit	ch1
533	0.5758662151557004	14546.167031122908	1	17-442-Fit	ch1
534	0.5758662261458444	14546.167031122908	1	17-442-Fit	ch1
535	0.5758662371359882	14546.167031122908	1	17-442-Fit	ch1
536	0.575866248126132	14546.167031122908	1	17-442-Fit	ch1
537	0.575866259116276	14546.167031122908	1	17-442-Fit	ch1
538	0.5758662701064198	14546.167031122908	1	17-442-Fit	ch1
539	0.5758662810965636	14546.167031122908	1	17-442-Fit	ch1
540	0.5758662920867074	14546.167031122908	1	17-442-Fit	ch1
541	0.5758663030768514	14546.167031122908	1	17-442-Fit	ch1
542	0.5758663140669952	14546.167031122908	1	17-442-Fit	ch1
543	0.575866325057139	14546.167031122908	1	17-442-Fit	ch1
544	0.575866336047283	14546.167031122908	1	17-442-Fit	ch1
545	0.5758663470374268	14546.167031122908	1	17-442-Fit	ch1
546	0.5758663580275706	14546.167031122908	1	17-442-Fit	ch1
547	0.5758663690177146	14546.167031122908	1	17-442-Fit	ch1
548	0.5758663800078584	14546.167031122908	1	17-442-Fit	ch1
549	0.5758663909980022	14546.167031122908	1	17-442-Fit	ch1
550	0.575866401988146	14546.167031122908	1	17-442-Fit	ch1
551	0.57586641297829	14546.167031122908	1	17-442-Fit	ch1
552	0.5758664239684338	14546.167031122908	1	17-442-Fit	ch1
553	0.5758664349585776	14546.167031122908	1	17-442-Fit	ch1
554	0.5758664459487216	14546.167031122908	1	17-442-Fit	ch1
555	0.5758664569388654	14546.167031122908	1	17-442-Fit	ch1
556	0.5758664679290092	14546.167031122908	1	17-442-Fit	ch1
557	0.5758664789191532	14546.167031122908	1	17-442-Fit	ch1
558	0.575866489909297	14546.167031122908	1	17-442-Fit	ch1
559	0.5758665008994408	14546.167031122908	1	17-442-Fit	ch1
560	0.5758665118895846	14546.167031122908	1	17-442-Fit	ch1
561	0.5758665228797286	14546.167031122908	1	17-442-Fit	ch1
562	0.5758665338698724	14546.167031122908	1	17-442-Fit	ch1
563	0.5758665448600162	14546.167031122908	1	17-442-Fit	ch1
564	0.5758665558501602	14546.187302382514	1	18-562	ch1
565	0.5758666005317292	14546.187302382514	1	18-562	ch1
566	0.5758666452132984	14546.187302382514	1	18-562	ch1
567	0.5758666898948674	14546.187302382514	1	18-562-Fit	ch1
568	0.5758667345764366	14546.187302382514	1	18-562-Fit	ch1
569	0.5758667792580058	14546.187302382514	1	18-562-Fit	ch1
570	0.5758668239395748	14546.187302382514	1	18-562-Fit	ch1
571	0.575866868621144	14546.187302382514	1	18-562-Fit	ch1
572	0.575866913302713	14546.187302382514	1	18-562-Fit	ch1
573	0.5758669579842822	14546.187302382514	1	18-562-Fit	ch1
574	0.5758670026658514	14546.187302382514	1	18-562-Fit	ch1
575	0.5758670473474204	14546.187302382514	1	18-562-Fit	ch1
576	0.5758670920289896	14546.187302382514	1	18-562-Fit	ch1
577	0.5758671367105588	14546.187302382514	1	18-562-Fit	ch1
578	0.5758671813921278	14546.187302382514	1	18-562-Fit	ch1
579	0.575867226073697	14546.187302382514	1	18-562-Fit	ch1
580	0.575867270755266	14546.187302382514	1	18-562-Fit	ch1
581	0.5758673154368352	14546.187302382514	1	18-562-Fit	ch1
582	0.5758673601184044	14546.177797041256	1	19-580	ch1
583	0.5758673567511968	14546.177797041256	1	19-580	ch1
584	0.5758673533839894	14546.177797041256	1	19-580	ch1
585	0.575867350016782	14546.177797041256	1	19-580-Fit	ch1
586	0.5758673466495744	14546.177797041256	1	19-580-Fit	ch1
587	0.575867343282367	14546.177797041256	1	19-580-Fit	ch1
588	0.5758673399151596	14546.177797041256	1	19-580-Fit	ch1
589	0.575867336547952	14546.177797041256	1	19-580-Fit	ch1
590	0.5758673331807446	14546.177797041256	1	19-580-Fit	ch1
591	0.5758673298135372	14546.177797041256	1	19-580-Fit	ch1
592	0.5758673264463296	14546.177797041256	1	19-580-Fit	ch1
593	0.5758673230791222	14546.177797041256	1	19-580-Fit	ch1
594	0.5758673197119146	14546.177797041256	1	19-580-Fit	ch1
595	0.5758673163447072	14546.177797041256	1	19-580-Fit	ch1
596	0.5758673129774998	14546.177797041256	1	19-580-Fit	ch1
597	0.5758673096102922	14546.177797041256	1	19-580-Fit	ch1
598	0.5758673062430848	14546.177797041256	1	19-580-Fit	ch1
599	0.5758673028758774	14546.177797041256	1	19-580-Fit	ch1
600	0.5758672995086698	14546.177797041256	1	19-580-Fit	ch1
601	0.5758672961414624	14546.177797041256	1	19-580-Fit	ch1
602	0.575867292774255	14546.177797041256	1	19-580-Fit	ch1
603	0.5758672894070474	14546.177797041256	1	19-580-Fit	ch1
604	0.57586728603984	14546.177797041256	1	19-580-Fit	ch1
605	0.5758672826726324	14546.177797041256	1	19-580-Fit	ch1
606	0.575867279305425	14546.177797041256	1	19-580-Fit	ch1
607	0.5758672759382176	14546.177797041256	1	19-580-Fit	ch1
608	0.57586727257101	14546.177797041256	1	19-580-Fit	ch1
609	0.5758672692038026	14546.177797041256	1	19-580-Fit	ch1
610	0.5758672658365952	14546.177797041256	1	19-580-Fit	ch1
611	0.5758672624693876	14546.177797041256	1	19-580-Fit	ch1
612	0.5758672591021802	14546.177797041256	1	19-580-Fit	ch1
613	0.5758672557349728	14546.177797041256	1	19-580-Fit	ch1
614	0.5758672523677652	14546.177797041256	1	19-580-Fit	ch1
615	0.5758672490005578	14546.177797041256	1	19-580-Fit	ch1
616	0.5758672456333502	14546.177797041256	1	19-580-Fit	ch1
617	0.5758672422661428	14546.177797041256	1	19-580-Fit	ch1
618	0.5758672388989354	14546.177797041256	1	19-580-Fit	ch1
619	0.5758672355317278	14546.177797041256	1	19-580-Fit	ch1
620	0.5758672321645204	14546.177797041256	1	19-580-Fit	ch1
621	0.575867228797313	14546.177797041256	1	19-580-Fit	ch1
622	0.5758672254301054	14546.177797041256	1	19-580-Fit	ch1
623	0.575867222062898	14546.177797041256	1	19-580-Fit	ch1
624	0.5758672186956906	14546.177797041256	1	19-580-Fit	ch1
625	0.575867215328483	14546.177797041256	1	19-580-Fit	ch1
626	0.5758672119612756	14546.177797041256	1	19-580-Fit	ch1
627	0.575867208594068	14546.177797041256	1	19-580-Fit	ch1
628	0.5758672052268606	14546.177797041256	1	19-580-Fit	ch1
629	0.5758672018596532	14546.177797041256	1	19-580-Fit	ch1
630	0.5758671984924456	14546.177797041256	1	19-580-Fit	ch1
631	0.5758671951252382	14546.177797041256	1	19-580-Fit	ch1
632	0.5758671917580308	14546.177797041256	1	19-580-Fit	ch1
633	0.5758671883908232	14546.177797041256	1	19-580-Fit	ch1
634	0.5758671850236158	14546.177797041256	1	19-580-Fit	ch1
635	0.5758671816564084	14546.177797041256	1	19-580-Fit	ch1
636	0.5758671782892008	14546.177797041256	1	19-580-Fit	ch1
637	0.5758671749219934	14546.177797041256	1	19-580-Fit	ch1
638	0.5758671715547858	14546.177797041256	1	19-580-Fit	ch1
639	0.5758671681875784	14546.177797041256	1	19-580-Fit	ch1
640	0.575867164820371	14546.177797041256	1	19-580-Fit	ch1
641	0.5758671614531634	14546.177797041256	1	19-580-Fit	ch1
642	0.575867158085956	14546.177797041256	1	19-580-Fit	ch1
643	0.5758671547187486	14546.177797041256	1	19-580-Fit	ch1
644	0.575867151351541	14546.177797041256	1	19-580-Fit	ch1
645	0.5758671479843336	14546.177797041256	1	19-580-Fit	ch1
646	0.5758671446171262	14546.177797041256	1	19-580-Fit	ch1
647	0.5758671412499186	14546.177797041256	1	19-580-Fit	ch1
648	0.5758671378827112	14546.177797041256	1	19-580-Fit	ch1
649	0.5758671345155036	14546.177797041256	1	19-580-Fit	ch1
650	0.5758671311482962	14546.177797041256	1	19-580-Fit	ch1
651	0.5758671277810888	14546.177797041256	1	19-580-Fit	ch1
652	0.5758671244138812	14546.177797041256	1	19-580-Fit	ch1
653	0.5758671210466738	14546.177797041256	1	19-580-Fit	ch1
654	0.5758671176794664	14546.177797041256	1	19-580-Fit	ch1
655	0.5758671143122588	14546.177797041256	1	19-580-Fit	ch1
656	0.5758671109450514	14546.177797041256	1	19-580-Fit	ch1
657	0.575867107577844	14546.177797041256	1	19-580-Fit	ch1
658	0.5758671042106366	14546.177797041256	1	19-580-Fit	ch1
659	0.575867100843429	14546.177797041256	1	19-580-Fit	ch1
660	0.5758670974762214	14546.177797041256	1	19-580-Fit	ch1
661	0.575867094109014	14546.177797041256	1	19-580-Fit	ch1
662	0.5758670907418066	14546.177797041256	1	19-580-Fit	ch1
663	0.575867087374599	14546.177797041256	1	19-580-Fit	ch1
664	0.5758670840073916	14546.177797041256	1	19-580-Fit	ch1
665	0.5758670806401842	14546.177797041256	1	19-580-Fit	ch1
666	0.5758670772729766	14546.177797041256	1	19-580-Fit	ch1
667	0.5758670739057692	14546.177797041256	1	19-580-Fit	ch1
668	0.5758670705385618	14546.177797041256	1	19-580-Fit	ch1
669	0.5758670671713544	14546.177797041256	1	19-580-Fit	ch1
670	0.5758670638041468	14546.177797041256	1	19-580-Fit	ch1
671	0.5758670604369392	14546.177797041256	1	19-580-Fit	ch1
672	0.5758670570697318	14546.177797041256	1	19-580-Fit	ch1
673	0.5758670537025244	14546.177797041256	1	19-580-Fit	ch1
674	0.5758670503353168	14546.177797041256	1	19-580-Fit	ch1
675	0.5758670469681094	14546.177797041256	1	19-580-Fit	ch1
676	0.575867043600902	14546.177797041256	1	19-580-Fit	ch1
677	0.5758670402336944	14546.177797041256	1	19-580-Fit	ch1
678	0.575867036866487	14546.177797041256	1	19-580-Fit	ch1
679	0.5758670334992796	14546.177797041256	1	19-580-Fit	ch1
680	0.5758670301320722	14546.177797041256	1	19-580-Fit	ch1
681	0.5758670267648646	14546.177797041256	1	19-580-Fit	ch1
682	0.5758670233976572	14546.177797041256	1	19-580-Fit	ch1
683	0.5758670200304498	14546.177797041256	1	19-580-Fit	ch1
684	0.5758670166632422	14546.177797041256	1	19-580-Fit	ch1
685	0.5758670132960346	14546.177797041256	1	19-580-Fit	ch1
686	0.5758670099288272	14546.177797041256	1	19-580-Fit	ch1
687	0.5758670065616198	14546.177797041256	1	19-580-Fit	ch1
688	0.5758670031944122	14546.177797041256	1	19-580-Fit	ch1
689	0.5758669998272048	14546.177797041256	1	19-580-Fit	ch1
690	0.5758669964599974	14546.177797041256	1	19-580-Fit	ch1
691	0.57586699309279	14546.177797041256	1	19-580-Fit	ch1
692	0.5758669897255824	14546.177797041256	1	19-580-Fit	ch1
693	0.575866986358375	14546.177797041256	1	19-580-Fit	ch1
694	0.5758669829911676	14546.162778227404	1	20-692	ch1
695	0.5758669749387904	14546.162778227404	1	20-692	ch1
696	0.5758669668864134	14546.162778227404	1	20-692	ch1
697	0.5758669588340364	14546.162778227404	1	20-692-Fit	ch1
698	0.5758669507816594	14546.162778227404	1	20-692-Fit	ch1
699	0.5758669427292824	14546.162778227404	1	20-692-Fit	ch1
700	0.5758669346769054	14546.162778227404	1	20-692-Fit	ch1
701	0.5758669266245284	14546.162778227404	1	20-692-Fit	ch1
702	0.5758669185721514	14546.162778227404	1	20-692-Fit	ch1
703	0.5758669105197742	14546.162778227404	1	20-692-Fit	ch1
704	0.5758669024673972	14546.162778227404	1	20-692-Fit	ch1
705	0.5758668944150204	14546.162778227404	1	20-692-Fit	ch1
706	0.5758668863626432	14546.162778227404	1	20-692-Fit	ch1
